miRNA-corp.d0.s0	Identification of blood microRNAs associated to Parkinsońs disease.   	miRNA-corp.d0.s0.e0	Non-Specific_miRNAs	microRNAs 	1
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e0	Specific_miRNAs	miR-200a 	1
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e1	Genes/Proteins	ZEB1 	2
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e2	Genes/Proteins	E-cadherin 	3
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e3	Relation_Trigger	Upregulation 	4
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e4	Relation_Trigger	decreased the expression 	5
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e5	Relation_Trigger	increased expression 	6
miRNA-corp.d1.s5	Upregulation of miR-200a decreased the expression of transcription factors ZEB1 and SIP1, with consequent increased expression of E-cadherin, an adhesion protein associated with cell differentiation.  	miRNA-corp.d1.s5.e6	Relation_Trigger	associated 	7
miRNA-corp.d1.s6	Elevated levels of miR-200a inhibited meningioma cell growth in culture and in a tumor model in vivo.  	miRNA-corp.d1.s6.e0	Specific_miRNAs	miR-200a 	1
miRNA-corp.d1.s6	Elevated levels of miR-200a inhibited meningioma cell growth in culture and in a tumor model in vivo.  	miRNA-corp.d1.s6.e1	Diseases	meningioma 	2
miRNA-corp.d1.s6	Elevated levels of miR-200a inhibited meningioma cell growth in culture and in a tumor model in vivo.  	miRNA-corp.d1.s6.e2	Relation_Trigger	Elevated levels 	3
miRNA-corp.d1.s6	Elevated levels of miR-200a inhibited meningioma cell growth in culture and in a tumor model in vivo.  	miRNA-corp.d1.s6.e3	Relation_Trigger	inhibited 	4
miRNA-corp.d1.s6	Elevated levels of miR-200a inhibited meningioma cell growth in culture and in a tumor model in vivo.  	miRNA-corp.d1.s6.e4	Diseases	tumor 	5
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e0	Specific_miRNAs	miR-200a 	1
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e1	Non-Specific_miRNAs	miRNA 	2
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e2	Non-Specific_miRNAs	microRNA 	3
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e3	Non-Specific_miRNAs	miRNA 	4
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e4	Diseases	Meningiomas 	5
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e5	Diseases	neurofibromatosis type 2 	6
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e6	Relation_Trigger	downregulated 	7
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e7	Relation_Trigger	associated 	8
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e8	Relation_Trigger	associated 	9
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e9	Diseases	brain tumors 	10
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e10	Diseases	meningioma 	11
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e11	Relation_Trigger	associated 	12
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e12	Species	human 	13
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e13	Species	human 	14
miRNA-corp.d1.s7	Meningiomas, one of the most common human brain tumors, are derived from arachnoidal cells associated with brain meninges, are usually benign, and are frequently associated with neurofibromatosis type 2. Here, we define a typical human meningioma microRNA (miRNA) profile and characterize the effects of one downregulated miRNA, miR-200a, on tumor growth.  	miRNA-corp.d1.s7.e14	Diseases	tumor 	15
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e0	Specific_miRNAs	microRNA-200a 	1
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e1	Genes/Proteins	E-cadherin 	2
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e2	Diseases	meningiomas 	3
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e3	Relation_Trigger	Downregulated 	4
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e4	Genes/Proteins	beta-catenin 	5
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e5	Relation_Trigger	activating 	6
miRNA-corp.d1.s8	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.   	miRNA-corp.d1.s8.e6	Diseases	tumor 	7
miRNA-corp.d2.s0	These data support the hypothesis that patterns of miRNA expression in cortical GM may contribute to AD pathogenetically, because the aggregate change in miRNA expression observed early in the disease would be predicted to cause profound changes in gene expression.    	miRNA-corp.d2.s0.e0	Non-Specific_miRNAs	miRNA 	1
miRNA-corp.d2.s0	These data support the hypothesis that patterns of miRNA expression in cortical GM may contribute to AD pathogenetically, because the aggregate change in miRNA expression observed early in the disease would be predicted to cause profound changes in gene expression.    	miRNA-corp.d2.s0.e1	Non-Specific_miRNAs	miRNA 	2
miRNA-corp.d2.s0	These data support the hypothesis that patterns of miRNA expression in cortical GM may contribute to AD pathogenetically, because the aggregate change in miRNA expression observed early in the disease would be predicted to cause profound changes in gene expression.    	miRNA-corp.d2.s0.e2	Diseases	AD 	3
miRNA-corp.d2.s0	These data support the hypothesis that patterns of miRNA expression in cortical GM may contribute to AD pathogenetically, because the aggregate change in miRNA expression observed early in the disease would be predicted to cause profound changes in gene expression.    	miRNA-corp.d2.s0.e3	Relation_Trigger	changes in gene expression 	4
miRNA-corp.d2.s1	Patterns of microRNA expression in normal and early Alzheimer's disease human temporal cortex: white matter versus gray matter.   	miRNA-corp.d2.s1.e0	Non-Specific_miRNAs	microRNA 	1
miRNA-corp.d2.s1	Patterns of microRNA expression in normal and early Alzheimer's disease human temporal cortex: white matter versus gray matter.   	miRNA-corp.d2.s1.e1	Diseases	Alzheimer's disease 	2
miRNA-corp.d2.s1	Patterns of microRNA expression in normal and early Alzheimer's disease human temporal cortex: white matter versus gray matter.   	miRNA-corp.d2.s1.e2	Species	human 	3
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e0	Non-Specific_miRNAs	MicroRNA 	1
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e1	Non-Specific_miRNAs	miRNA 	2
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e2	Non-Specific_miRNAs	miRNA 	3
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e3	Diseases	Alzheimer's disease 	4
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e4	Diseases	AD 	5
miRNA-corp.d2.s2	MicroRNA (miRNA) expression was assessed in human cerebral cortical gray matter (GM) and white matter (WM) in order to provide the first insights into the difference between GM and WM miRNA repertoires across a range of Alzheimer's disease (AD) pathology.  	miRNA-corp.d2.s2.e5	Species	human 	6
miRNA-corp.d2.s4	miRNA profiling experiments were performed using state-of-the-art Exiqon(©) LNA-microarrays.  	miRNA-corp.d2.s4.e0	Non-Specific_miRNAs	miRNA 	1
miRNA-corp.d2.s5	A subset of miRNAs that appeared to be strongly expressed according to the microarrays did not appear to be conventional miRNAs according to Northern blot analyses.  	miRNA-corp.d2.s5.e0	Non-Specific_miRNAs	miRNAs 	1
miRNA-corp.d2.s5	A subset of miRNAs that appeared to be strongly expressed according to the microarrays did not appear to be conventional miRNAs according to Northern blot analyses.  	miRNA-corp.d2.s5.e1	Non-Specific_miRNAs	miRNAs 	2
miRNA-corp.d2.s6	Some well-characterized miRNAs were substantially enriched in WM as expected.  	miRNA-corp.d2.s6.e0	Non-Specific_miRNAs	miRNAs 	1
miRNA-corp.d2.s7	However, most of the miRNA expression variability that correlated with the presence of early AD-related pathology was seen in GM.  	miRNA-corp.d2.s7.e0	Non-Specific_miRNAs	miRNA 	1
miRNA-corp.d2.s7	However, most of the miRNA expression variability that correlated with the presence of early AD-related pathology was seen in GM.  	miRNA-corp.d2.s7.e1	Diseases	AD 	2
miRNA-corp.d2.s7	However, most of the miRNA expression variability that correlated with the presence of early AD-related pathology was seen in GM.  	miRNA-corp.d2.s7.e2	Relation_Trigger	expression variability that correlated 	3
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e0	Non-Specific_miRNAs	miRNAs 	1
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e1	Relation_Trigger	downregulation 	2
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e2	Specific_miRNAs	miR-29 	3
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e3	Relation_Trigger	correlated 	4
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e4	Diseases	amyloid plaques 	5
miRNA-corp.d2.s8	We confirm that downregulation of a set of miRNAs in GM (including several miR-15/107 genes and miR-29 paralogs) correlated strongly with the density of diffuse amyloid plaques detected in adjacent tissue.  	miRNA-corp.d2.s8.e5	Specific_miRNAs	miR-15/107 	6
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e0	Non-Specific_miRNAs	miRNAs 	1
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e1	Relation_Trigger	differentially expressed 	2
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e2	Relation_Trigger	downregulated 	3
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e3	Relation_Trigger	upregulated 	4
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e4	Diseases	AD 	5
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e5	Diseases	AD 	6
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e6	Specific_miRNAs	miR-424 	7
miRNA-corp.d2.s9	A few miRNAs were differentially expressed in WM, including miR-212 that is downregulated in AD and miR-424 which is upregulated in AD.  	miRNA-corp.d2.s9.e7	Specific_miRNAs	miR-212 	8
miRNA-corp.d2.s10	The expression of certain miRNAs correlates with other miRNAs across different cases, and particular subsets of miRNAs are coordinately expressed in relation to AD-related pathology.  	miRNA-corp.d2.s10.e0	Non-Specific_miRNAs	miRNAs 	1
miRNA-corp.d2.s10	The expression of certain miRNAs correlates with other miRNAs across different cases, and particular subsets of miRNAs are coordinately expressed in relation to AD-related pathology.  	miRNA-corp.d2.s10.e1	Non-Specific_miRNAs	miRNAs 	2
